	place	lon	lat
724	平城宮跡	34.6907101	135.7942811
725	東大寺	34.6889851	135.8398158
726	興福寺	34.682883	135.8322271
727	唐招提寺	34.675561	135.7848334
728	春日大社	34.6813804	135.8483856
729	藥師寺	34.6686468	135.7845667
730	元興寺	34.677799	135.831298
731	春日山原始林	34.6862549	135.8727157
732	奈良公園	34.685047	135.843012
733	東向商店街	34.6834052	135.8287521
734	彩華拉麵本店	34.5954883	135.81151
735	奈良健康樂園	34.5921514	135.796261
736	生駒山上遊樂園	34.6791879	135.6791784
737	真秀場大佛布丁本舖	34.6843514	135.8393749
738	依水園	34.6857015	135.8376667
739	萬葉植物園	34.6822718	135.8445826
740	二月堂	34.689279	135.84428
741	奈良縣立美術館	34.6858874	135.832613
742	奈良國立博物館	34.6836091	135.8366504
743	膚山元窯	 	 
744	猿澤池	34.6814297	135.831088
745	正倉院	34.6918398	135.8385791
746	奈良市綜合觀光案內所	 	 
747	舊JR奈良車站	34.6810497	135.8193753
748	浮御堂	35.1098513	135.9215934
749	白毫寺	35.196077	135.093809
750	法隆寺	34.6140766	135.7356826
751	中宮寺	34.614967	135.739576
752	法起寺	34.6229907	135.7462211
753	石舞台古墳	34.4668011	135.82613
754	飛鳥寺	34.478858	135.820216
755	高松塚古墳	34.4623258	135.8061718
756	奈良縣廳空中廣場	 	 
757	舊柳生藩家老屋敷	34.732417	135.950301
758	舊柳生藩家	34.732417	135.950301
759	葛城山	34.455205	135.6828678
760	橿原神宮	34.4883529	135.7869721
761	金峯山寺	34.3683744	135.858839
762	長谷寺	35.3124645	139.5330634
763	大神神社	34.5287774	135.8530015
764	安倍文殊院	34.503722	135.841794
765	中谷堂	34.6819414	135.8289186
766	若草山	34.6905984	135.8540178
767	法隆寺	34.6140766	135.7356826
768	京都高島屋	35.003152	135.768211
769	大丸京都店	35.29359470000001	135.2800329
770	FUJI DAIMARU	35.0033077	135.7666001
771	京都丸井	35.0034844	135.7697363
772	河原町OPA	35.0044873	135.7689669
773	寺町新京極商店街	35.005787	135.767249
774	嵐山	35.009449	135.666773
775	高雄神護寺	35.055025	135.670867
776	車折神社	35.0160726	135.6889478
777	直指庵	35.0335211	135.6770875
778	圓光寺	35.045091	135.797065
779	高台寺	35.000768	135.781112
780	紅葉苑	38.3592209	140.3882045
781	龍安寺	35.0344943	135.7182634
782	建仁寺	35.0007297	135.773822
783	東福寺	34.9765117	135.7742327
784	苔寺	34.9919643	135.6833094
785	西芳寺	34.9919643	135.6833094
786	天龍寺	35.0158275	135.673771
787	曼殊院門跡	35.048905	135.802942
788	東寺	34.9811177	135.7475964
789	仁和寺	35.03109370000001	135.7138198
790	下鴨神社	35.0387488	135.7729868
791	野宮神社	35.0177597	135.6742103
792	貴船神社	35.12164070000001	135.7629062
793	安井金比羅宮	34.9999499	135.7758335
794	美御前社	35.0037375	135.7790466
795	若宮八幡宮	35.1633432	136.9034042
796	御髪神社	35.0176637	135.6697821
797	河合神社	35.0347787	135.7719345
798	御金神社	35.0118244	135.7550064
799	豐國神社	34.991561	135.772476
800	白峯神宮	35.0302457	135.7531439
801	華嚴寺	40.092023	113.2968492
802	京都大原三千院	35.1197018	135.834335
803	妙心寺	35.0231676	135.7201863
804	退藏院	35.021865	135.719222
805	法金剛院	35.0191374	135.7159476
806	松尾大社	34.999936	135.6849558
807	梅宮大社	35.0041416	135.6949055
808	晴明神社	35.0277531	135.7513867
809	音羽瀑布	34.99443	135.785261
810	八坂庚申堂	34.9982932	135.7787313
811	頂法寺六角堂	35.007653	135.760252
812	由岐神社	35.116247	135.7715
813	地主神社	34.9952134	135.7850146
814	石清水八幡宮	34.879676	135.700049
815	松尾寺	34.6340841	135.728111
816	成相寺	35.595586	135.187433
817	元伊勢籠神社	35.58278370000001	135.1967015
818	宇治上神社	34.892068	135.811439
819	御金神社	35.0118244	135.7550064
820	白峯神宮	35.0302457	135.7531439
821	車折神社	35.0160726	135.6889478
822	市比賣神社	34.99392210000001	135.7646607
823	南禪寺水路閣	35.0105848	135.7938542
824	青蓮院	35.007312	135.783161
825	法然院	35.023985	135.797415
826	星巴克 京都三條大橋店	35.0092197	135.7711964
827	長樂館	35.002999	135.7805
828	石塀小路	34.9999354	135.7797946
829	伊右衛門茶館	35.0084078	135.7589475
830	錦市場	35.0045	135.7646764
831	吉田山上的茶屋	35.026333	135.787099
832	京都國際漫畫博物館	35.0119392	135.7592744
833	先斗町 魯賓	35.0075666	135.7713041
834	竹林之道	35.0177597	135.6742103
835	鞍馬寺	35.1179804	135.770981
836	鳩居堂香枝	 	 
837	祗園巽橋	35.0055632	135.7744937
838	祇園甲部歌舞練場	35.0014632	135.7758397
839	京都四條 南座	35.003486	135.772336
840	円山公園	35.0038803	135.7809168
841	美濃吉總店	 	 
842	相國寺	35.0322212	135.7617219
843	京都大學	35.0262444	135.7808218
844	靈山歷史館	34.998988	135.782617
845	阿闍梨餅本舗	35.0300913	135.7780658
846	一澤信三郎帆布	35.0076293	135.7777482
847	天空庵	34.999874	135.779766
848	嘉祥窯	34.997982	135.780956
849	東映太秦映畫村	35.0168027	135.7086237
850	知恩院	35.0054141	135.7823785
851	八坂神社	35.0036559	135.7785534
852	青蓮院	35.007312	135.783161
853	平安神宮	35.0159823	135.7824263
854	南禅寺	35.01137870000001	135.7937641
855	銀閣寺	35.0270213	135.7982058
856	永観堂	35.0142949	135.795399
857	三千院	35.1197018	135.834335
858	神護寺	35.055025	135.670867
859	詩仙堂	35.0437249	135.7961294
860	賀茂別雷神社	35.0592809	135.7525297
861	広隆寺	35.0155	135.7072898
862	廣隆寺	35.0155	135.7072898
863	法輪寺	35.010249	135.676984
864	二尊院	35.0218165	135.6695189
865	化野念仏寺	35.026772	135.664512
866	西本願寺	43.061889	141.327248
867	東本願寺	34.9910052	135.7584791
868	涉成園	34.9914077	135.7632369
869	京都塔	34.987563	135.7593435
870	先抖町通	 	 
871	京都御所	35.0254135	135.7621246
872	蓮華院	32.9326886	130.5354444
873	三十三間堂	34.9878845	135.7717126
874	金地院	35.010284	135.790388
875	水路閣	35.0105848	135.7938542
876	金戒光明寺	35.019655	135.788019
877	靈山觀音	 	 
878	八坂之塔	34.9985543	135.7792257
879	八坂塔	34.9985543	135.7792257
880	知恩院	35.0054141	135.7823785
881	青蓮院	35.007312	135.783161
882	安樂寺	33.041075	119.61813
883	法然院	35.023985	135.797415
884	靈鑑寺	35.02068	135.796316
885	源氏物語博物館	34.8938082	135.8103411
886	泉湧寺	34.97804	135.7803417
887	等持院	35.0315558	135.7234521
888	常寂光寺	35.019648	135.668673
889	西涼寺	35.556116	138.910789
890	高山寺	35.06011910000001	135.6785729
891	上賀茂神社	35.0592809	135.7525297
892	曼殊院	35.048905	135.802942
893	園光寺	35.045091	135.797065
894	詩仙堂	35.0437249	135.7961294
895	八大神社	35.043711	135.796738
896	大阪生活今昔館	34.710356	135.5116374
897	天神橋筋商店街	34.710555	135.511243
898	天滿宮	35.0314012	135.7351215
899	天滿天神繁昌亭	34.696529	135.5125272
900	中之島公園	34.6924363	135.5078665
901	梅田空中大樓	34.7094536	135.4879658
902	Hep Five摩天輪	34.7040619	135.5002961
903	櫻宮公園	34.704882	135.520613
904	浪速海洋時空館	34.6399609	135.4046006
905	天保山	34.6580298	135.4326491
906	大阪府咲洲行政大樓展望台	34.6382413	135.4149112
907	四天王寺	34.6533466	135.516491
908	大阪城天守閣	34.6873153	135.5262013
909	大阪城公園	34.6823301	135.5306297
910	心齋橋商店街	34.6711172	135.5013491
911	法善寺橫丁	34.6678767	135.502613
912	法善寺	34.596112	135.6272613
913	Spa World世界大溫泉	34.6498049	135.5057593
914	天王寺動物園	34.65072680000001	135.5076958
915	ジャンジャン横丁	34.649541	135.506051
916	通天閣	34.6524992	135.5063058
917	臨空Outlet	34.406681	135.294965
918	阿部野HARUKAS	34.6457738	135.5142432
919	箕面	34.8269301	135.4704626
920	勝尾寺	34.865862	135.491041
921	大威德寺	34.3712202	135.4487173
922	犬鳴山	34.3416125	135.3750199
923	金剛山	38.4856974	128.0201249
924	大仙公園	34.5595064	135.4795344
925	難波豪華花月	34.6649869	135.5036556
926	萬博紀念公園	34.808246	135.5323947
927	阪急百貨梅田本店	34.7026762	135.4985911
928	阪急男館	34.7032324	135.499891
929	LUCUA	34.7028884	135.4955467
930	hepfive	34.7040619	135.5002961
931	Grand Front大阪	34.7041131	135.4948306
932	Yodobashi 梅田	34.7040581	135.496155
933	BREEZÉ BREEZÉ	34.6986861	135.4939992
934	國立國際美術館	34.691763	135.4919418
935	阿倍野HARUKAS美術館	34.6459345	135.5135766
936	大阪市立美術館	34.6500639	135.5104717
937	大阪市立科學館	34.691216	135.491468
938	大阪市立自然史博物館	34.6102826	135.5216404
939	大阪市立東洋陶瓷美術館	34.69346	135.505409
940	山王美術館	34.6666563	135.4961444
941	堀越神社	34.6514898	135.5132265
942	住吉大社	34.6127972	135.4929406
943	枚岡神社	34.6699515	135.6506858
944	磐船神社	34.747804	135.693189
945	露天神社	34.699304	135.500829
946	天照大神高座神社	34.6126522	135.6401233
947	岩戶神社	32.7377713	131.3532381
948	石切劍箭神社	34.6821892	135.646285
949	勝鬘院	34.657395	135.512582
950	大阪天滿宮	34.6960608	135.5126167
951	難波神社	34.6788429	135.4999007
952	今宮戎	34.6553476	135.5024773
953	三島神社	35.724692	139.786147
954	犬鳴山七寶瀧寺	34.3383528	135.3877779
955	大鳥大社	34.5366519	135.4594115
956	戎橋筋	34.6690539	135.5012962
957	日本殺陣道協會	34.6743122	135.4970512
958	堀越陶房	34.650259	135.51382
959	山本能樂堂	34.6839489	135.5149941
960	杯麵博物館	35.509853	139.6145449
961	天神橋筋商店街	34.710555	135.511243
962	JR 大阪車站	34.7024854	135.4959506
963	唐吉訶德梅田本店	34.703224	135.5009455
964	大阪松竹座	34.6683966	135.5008409
965	千日前道具屋筋商店街	34.6637866	135.5035586
966	上方浮世繪館	34.6679548	135.5021593
967	難波八阪神社	34.6616246	135.4966915
968	湊町廣場	 	 
969	日本橋	35.6804104	139.7716528
970	三角公園	34.6720876	135.4979048
971	天王寺車站	34.6478416	135.5132226
972	鶴橋車站	34.6662084	135.5304743
973	御幸通商店街	34.830436	134.692224
974	全興寺	34.6232993	135.555393
975	日本環球影城	34.665442	135.4323382
976	舞洲垃圾處理場	34.6656272	135.406611
977	平尾本通商店街	34.6399162	135.4709405
978	住吉大社	34.6127972	135.4929406
979	花博紀念公園	34.8068217	135.5301405
980	鶴見綠地	34.710494	135.579996
981	難波劇場花月	34.6649869	135.5036556
982	臨空城	34.4131218	135.2967617
983	杯麵發明紀念館	34.817981	135.426712
984	吹田工廠	34.7616219	135.5201319
985	三得利山崎釀酒廠	34.8923552	135.6744151
986		 	 
987		 	 
988		 	 
989		 	 
990		 	 
991		 	 
992		 	 
993		 	 
994		 	 
995		 	 
996		 	 
997		 	 
998		 	 
999		 	 
1000		 	 
1001		 	 
